order_id;product_id;product_id_valid;product_name;category;supplier_name;quantity;unit_price;total_amount_corrected;currency;order_date;delivery_date;country;city;postal_code;order_status;payment_method;warehouse_code;lead_time_days;discount_pct;customer_email;customer_rating
ORD-000956;PRD-0011;t;Mechanical Keyboard;Industrial;Fastship Colombia;9400;212809;20004046;MXN;8/09/2023;15/10/2023;Brasil;Rio de Janeiro;;Returned;Cash;WH-MED-02;3300;1330;ana.m@company.co;180
ORD-000957;PRD-0009;t;LED Strip 5m;Personal Care;Global Cargo Ltda;40600;188753;76633718;COP;20/05/2024;25/06/2024;Brasil;Rio de Janeiro;;In Transit;Bank Transfer;WH-BOG-01;4400;1680;ana.m@yahoo.com;240
ORD-000958;PRD-0007;t;Laptop Pro 15;Apparel;Logistics Pro S.A.;9200;56503;5198276;MXN;22/07/2022;2/08/2022;Mexico;Monterrey;;Pending;PayPal;WH-CAL-03;2600;1970;carlos.r@gmail.com;170
ORD-000959;PRD-0012;t;Mechanical Keyboard;Food & Beverage;Fastship Colombia;4500;21175;952875;USD;27/12/2023;26/01/2024;Peru;Lima;;Unknown;Bank Transfer;WH-SCL-05;4000;3910;ana.m@company.co;330
ORD-000001;PROD-001;f;Safety Gloves L;Personal Care;Fastship Colombia;30900;132305;40882245;COP;8/07/2024;7/09/2024;Peru;Lima;;Delivered;Credit Card;WH-CAL-03;3500;320;john.d@yahoo.com;220
ORD-000002;PRD-0007;t;Running Shoes M;Food & Beverage;Logistics Pro S.A.;19500;55294;10782330;USD;15/04/2023;11/05/2023;Mexico;Monterrey;;Cancelled;PayPal;WH-SCL-05;2800;880;carlos.r@gmail.com;370
ORD-000003;PRD-0039;t;Protein Powder 2kg;Electronics;Pacific Trade Sas;8100;66216;5363496;USD;4/09/2023;17/09/2023;Mexico;Monterrey;;Cancelled;Unknown;WH-CAL-03;3700;1940;maria.g@yahoo.com;310
ORD-000004;PRD-0035;t;Mechanical Keyboard;Food & Beverage;Logistics Pro S.A.;30200;57621;17401542;USD;18/11/2024;2/12/2024;Chile;Santiago;;In Transit;PayPal;WH-BOG-01;700;3200;luis.p@company.co;450
ORD-000005;PRD-0036;t;Office Chair Ergonomic;Electronics;Fastship Colombia;8500;196126;16670710;BRL;14/11/2022;18/11/2022;Chile;ValparaÃ­so;;Returned;Credit Card;WH-BOG-01;800;2320;;260
ORD-000006;PRD-0021;t;Office Chair Ergonomic;Electronics;Andean Freight Co.;3600;208519;7506684;USD;6/09/2023;2/11/2023;Colombia;Cali;;Returned;Cash;WH-CAL-03;400;1110;;480
ORD-000007;PRD-0003;t;Industrial Drill;Food & Beverage;Logistics Pro S.A.;40000;187495;74998000;COP;29/12/2022;;Brasil;Rio de Janeiro;;In Transit;Credit Card;WH-LIM-04;3000;3490;ana.m@outlook.com;240
ORD-000008;PRD-0035;t;Industrial Drill;Apparel;Logistics Pro S.A.;31100;47925;14904675;COP;16/01/2024;15/03/2024;Brasil;SÃ£o Paulo;;Pending;Cash;WH-MED-02;2500;2460;carlos.r@outlook.com;360
ORD-000009;PRD-0014;t;Solar Panel 250W;Apparel;Pacific Trade Sas;11600;245992;28535072;BRL;28/04/2024;13/06/2024;Peru;Lima;;Unknown;Credit Card;WH-SCL-05;800;2670;ana.m@company.co;400
ORD-000011;PRD-0038;t;Bluetooth Speaker;Industrial;Global Cargo Ltda;38600;117842;45487012;MXN;5/04/2023;17/05/2023;Mexico;Ciudad de MÃ©xico;;Cancelled;Bank Transfer;WH-CAL-03;800;1240;luis.p@company.co;380
ORD-000012;PRD-0050;t;Coffee Maker 12cup;Personal Care;Andean Freight Co.;25900;90866;23534294;BRL;10/11/2022;22/12/2022;Chile;ValparaÃ­so;;Pending;Bank Transfer;WH-LIM-04;4000;1980;john.d@outlook.com;210
ORD-000013;PRD-0004;t;Coffee Maker 12cup;Industrial;Logistics Pro S.A.;12800;197790;25317120;BRL;25/06/2024;23/07/2024;Chile;ConcepciÃ³n;;Delivered;Bank Transfer;WH-LIM-04;1900;1130;maria.g@outlook.com;470
ORD-000014;PRD-0042;t;Wireless Headset;Apparel;Pacific Trade Sas;20700;20570;4257990;MXN;22/02/2022;17/04/2022;Colombia;Cali;;In Transit;PayPal;WH-SCL-05;600;1280;ana.m@company.co;320
ORD-000015;PRD-0021;t;Office Chair Ergonomic;Electronics;Andean Freight Co.;22700;231954;52653558;USD;3/01/2022;17/03/2022;Brasil;BrasÃ­lia;;Delivered;Credit Card;WH-CAL-03;3100;2210;luis.p@yahoo.com;270
ORD-000016;PRD-0001;t;Coffee Maker 12cup;Industrial;Andean Freight Co.;16500;96051;15848415;MXN;26/08/2024;20/09/2024;Mexico;Ciudad de MÃ©xico;;Pending;PayPal;WH-BOG-01;4200;3130;ana.m@gmail.com;250
ORD-000017;PRD-0049;t;Protein Powder 2kg;Electronics;Global Cargo Ltda;32500;75217;24445525;MXN;7/02/2024;3/05/2024;Mexico;Ciudad de MÃ©xico;;In Transit;Bank Transfer;WH-LIM-04;2300;2710;john.d@outlook.com;440
ORD-000018;PRD-0031;t;Office Chair Ergonomic;Food & Beverage;Fastship Colombia;38200;208293;79567926;COP;23/12/2023;1/09/2024;Mexico;Monterrey;;Cancelled;Cash;WH-CAL-03;1300;3890;maria.g@outlook.com;220
ORD-000019;PRD-0030;t;Office Chair Ergonomic;Industrial;Global Cargo Ltda;18900;205693;38875977;COP;23/08/2024;;Chile;Santiago;;Pending;Credit Card;WH-CAL-03;1600;1810;luis.p@company.co;360
ORD-000020;PRD-0018;t;Laptop Pro 15;Apparel;Global Cargo Ltda;9800;23373;2290554;USD;14/04/2022;23/04/2022;Colombia;Cali;;In Transit;Bank Transfer;WH-CAL-03;900;440;john.d@yahoo.com;300
ORD-000021;PRD-0008;t;Mechanical Keyboard;Personal Care;Pacific Trade Sas;23500;211901;49796735;BRL;31/05/2022;10/06/2022;Brasil;BrasÃ­lia;;Returned;PayPal;WH-BOG-01;3600;1810;ana.m@company.co;370
ORD-000022;PRD-0031;t;Office Chair Ergonomic;Food & Beverage;Pacific Trade Sas;44800;180405;80821440;MXN;1/08/2022;13/09/2022;Colombia;Cali;;Returned;PayPal;WH-SCL-05;200;2770;;130
ORD-000023;PRD-0006;t;Mechanical Keyboard;Apparel;Pacific Trade Sas;2600;121673;3163498;USD;8/12/2023;21/01/2024;Chile;Santiago;;Delivered;Unknown;WH-MED-02;800;2040;sofia.v@yahoo.com;130
ORD-000024;PRD-9999;t;Protein Powder 2kg;Personal Care;Global Cargo Ltda;25900;172558;44692522;BRL;5/08/2022;8/09/2022;Brasil;SÃ£o Paulo;;Returned;Bank Transfer;WH-MED-02;1300;3040;sofia.v@company.co;370
ORD-000025;PRD-0040;t;Industrial Drill;Electronics;Global Cargo Ltda;2000;216130;4322600;BRL;5/08/2024;22/09/2024;Chile;ValparaÃ­so;;Delivered;Cash;WH-MED-02;2900;1460;john.d@gmail.com;140
ORD-000026;PRD-0047;t;LED Strip 5m;Electronics;Global Cargo Ltda;36300;198020;71881260;USD;17/05/2024;;Mexico;Guadalajara;;In Transit;Bank Transfer;WH-BOG-01;3400;3070;maria.g@yahoo.com;170
ORD-000027;PRD-0044;t;Mechanical Keyboard;Industrial;Andean Freight Co.;22600;132101;29854826;COP;28/05/2023;21/06/2023;Chile;ValparaÃ­so;;Cancelled;Bank Transfer;WH-MED-02;200;1500;maria.g@gmail.com;230
ORD-000028;P-123;f;Mechanical Keyboard;Personal Care;Fastship Colombia;25900;132179;34234361;MXN;5/02/2023;29/05/2023;Peru;Peru;;Returned;Bank Transfer;Unknown;1200;3900;luis.p@gmail.com;490
ORD-000029;PRD-9999;t;Industrial Drill;Personal Care;Logistics Pro S.A.;35100;202969;71242119;BRL;17/03/2022;30/03/2022;Brasil;BrasÃ­lia;;In Transit;Credit Card;WH-BOG-01;2600;1550;ana.m@outlook.com;390
ORD-000030;PRD-0012;t;Solar Panel 250W;Food & Beverage;Andean Freight Co.;46700;245017;114422939;BRL;15/01/2024;26/01/2024;Chile;ValparaÃ­so;;Delivered;Cash;WH-BOG-01;2400;2300;sofia.v@outlook.com;300
ORD-000031;PRD-0017;t;Coffee Maker 12cup;Industrial;Logistics Pro S.A.;35000;177530;62135500;MXN;19/11/2022;30/12/2022;Chile;Santiago;;Cancelled;Unknown;WH-SCL-05;500;2880;luis.p@gmail.com;290
ORD-000032;PRD-0050;t;Solar Panel 250W;Industrial;Logistics Pro S.A.;11600;211560;24540960;MXN;14/09/2022;20/09/2022;Mexico;Monterrey;;Returned;Credit Card;WH-BOG-01;1700;1670;sofia.v@outlook.com;420
ORD-000033;PRD-0045;t;Laptop Pro 15;Food & Beverage;Global Cargo Ltda;19000;31069;5903110;USD;18/08/2023;14/09/2023;Brasil;BrasÃ­lia;;Cancelled;PayPal;WH-BOG-01;3000;1410;sofia.v@company.co;300
ORD-000034;PRD-0047;t;Solar Panel 250W;Industrial;Logistics Pro S.A.;45600;132305;60331080;USD;17/05/2023;1/06/2023;Colombia;Colombia;;Pending;Bank Transfer;WH-LIM-04;3800;2500;john.d@company.co;160
ORD-000035;P-123;f;Coffee Maker 12cup;Personal Care;Andean Freight Co.;7600;175280;13321280;BRL;7/11/2022;10/12/2022;Colombia;Cali;;Cancelled;Cash;WH-SCL-05;4400;2440;luis.p@outlook.com;220
ORD-000036;PRD-0021;t;Protein Powder 2kg;Food & Beverage;Pacific Trade Sas;41200;20218;8329816;BRL;15/03/2023;14/05/2023;Brasil;Brasil;;Returned;Bank Transfer;WH-LIM-04;100;630;ana.m@company.co;210
ORD-000037;PRD-0042;t;Bluetooth Speaker;Electronics;Fastship Colombia;9600;219247;21047712;MXN;6/08/2023;9/09/2023;Chile;Santiago;;Cancelled;Bank Transfer;WH-444;1300;3590;carlos.r@company.co;230
ORD-000038;PRD-0016;t;Protein Powder 2kg;Personal Care;Logistics Pro S.A.;15800;222006;35076948;MXN;23/01/2024;1/02/2024;Peru;Cusco;;Cancelled;Bank Transfer;WH-SCL-05;2900;3670;luis.p@yahoo.com;310
ORD-000039;PRD-0038;t;Protein Powder 2kg;Industrial;Pacific Trade Sas;20300;29611096;6011052488;USD;4/05/2022;3/07/2022;Brasil;SÃ£o Paulo;;Cancelled;PayPal;WH-LIM-04;4300;3440;ana.m@yahoo.com;300
ORD-000040;PRD-0031;t;Safety Gloves L;Industrial;Andean Freight Co.;33200;134141;44534812;BRL;22/03/2022;5/10/2022;Chile;Santiago;;Delivered;Bank Transfer;WH-LIM-04;1400;1290;sofia.v@outlook.com;290
ORD-000042;PRD-0032;t;Laptop Pro 15;Unknown;Global Cargo Ltda;46600;60622;28249852;MXN;2/07/2023;28/07/2023;Mexico;Ciudad de MÃ©xico;;Delivered;Credit Card;WH-SCL-05;4500;1740;carlos.r@gmail.com;330
ORD-000043;PRD-0044;t;Coffee Maker 12cup;Food & Beverage;Andean Freight Co.;20400;141891;28945764;MXN;26/02/2024;11/04/2024;Chile;ValparaÃ­so;;Cancelled;Credit Card;WH-SCL-05;200;1800;ana.m@company.co;410
ORD-000044;PRD-0005;t;Office Chair Ergonomic;Apparel;Logistics Pro S.A.;5300;138908;7362124;USD;10/07/2022;4/09/2022;Brasil;SÃ£o Paulo;;In Transit;Bank Transfer;WH-CAL-03;500;1200;maria.g@company.co;220
ORD-000045;PRD-0040;t;Running Shoes M;Personal Care;Fastship Colombia;37700;60985;22991345;BRL;18/01/2024;25/02/2024;Chile;ConcepciÃ³n;;Delivered;PayPal;WH-CAL-03;2800;3960;luis.p@company.co;460
ORD-000046;PRD-0006;t;Office Chair Ergonomic;Personal Care;Fastship Colombia;5500;132305;7276775;COP;1/07/2024;14/08/2024;Chile;Santiago;;Delivered;Bank Transfer;WH-MED-02;700;1280;carlos.r@gmail.com;170
ORD-000047;PRD-0012;t;Solar Panel 250W;Apparel;Fastship Colombia;10200;132305;13495110;MXN;9/05/2022;13/06/2022;Brasil;SÃ£o Paulo;;Returned;Cash;WH-SCL-05;3000;2820;carlos.r@yahoo.com;250
ORD-000048;PRD-0039;t;Wireless Headset;Personal Care;Fastship Colombia;23100;121410;28045710;BRL;17/04/2024;10/06/2024;Mexico;Ciudad de MÃ©xico;;Returned;PayPal;WH-LIM-04;800;3960;sofia.v@company.co;430
ORD-000049;PRD-0003;t;Protein Powder 2kg;Electronics;Pacific Trade Sas;31600;15310;4837960;COP;25/10/2023;1/12/2023;Colombia;MedellÃ­n;;In Transit;Bank Transfer;WH-MED-02;3200;2510;carlos.r@company.co;250
ORD-000050;PRD-0001;t;Mechanical Keyboard;Food & Beverage;Andean Freight Co.;42500;213179;90601075;USD;5/04/2022;5/05/2022;Mexico;Ciudad de MÃ©xico;;In Transit;Cash;WH-CAL-03;600;660;sofia.v@yahoo.com;190
ORD-000051;PRD-0034;t;LED Strip 5m;Food & Beverage;Andean Freight Co.;41300;34714;14336882;COP;20/10/2022;29/11/2022;Peru;Lima;;Cancelled;PayPal;WH-BOG-01;2500;3160;maria.g@outlook.com;360
ORD-000052;PRD-0033;t;Safety Gloves L;Apparel;Andean Freight Co.;25900;209824;54344416;COP;22/08/2024;24/08/2024;Colombia;BogotÃ¡;;Cancelled;PayPal;WH-SCL-05;600;810;ana.m@gmail.com;200
ORD-000053;PRD-0008;t;Protein Powder 2kg;Electronics;Logistics Pro S.A.;7506400;180331;13536366184;MXN;30/08/2022;;Brasil;Rio de Janeiro;;Delivered;Cash;WH-MED-02;700;460;;300
ORD-000054;PRD-0012;t;Laptop Pro 15;Industrial;Global Cargo Ltda;46200;11959;5525058;MXN;29/09/2023;30/09/2023;Brasil;Rio de Janeiro;;Pending;PayPal;WH-SCL-05;100;2170;carlos.r@outlook.com;300
ORD-000055;PRD-0007;t;Safety Gloves L;Electronics;Global Cargo Ltda;35900;145402;52199318;BRL;3/06/2022;16/07/2022;Brasil;Rio de Janeiro;;Pending;Cash;WH-MED-02;1000;1260;maria.g@company.co;160
ORD-000056;PRD-0045;t;Bluetooth Speaker;Electronics;Andean Freight Co.;1600;137755;2204080;COP;6/09/2022;;Mexico;Guadalajara;;Delivered;Cash;WH-BOG-01;900;3240;carlos.r@yahoo.com;300
ORD-000057;PRD-0023;t;Safety Gloves L;Apparel;Andean Freight Co.;24600;50265;12365190;USD;23/02/2024;29/03/2024;Chile;ValparaÃ­so;;Returned;Cash;WH-SCL-05;1500;2630;sofia.v@gmail.com;490
ORD-000058;PRD-0012;t;Wireless Headset;Food & Beverage;Unknown;28900;242612;70114868;USD;4/07/2022;6/07/2022;Colombia;Cali;;In Transit;Cash;WH-MED-02;2400;3770;john.d@outlook.com;420
ORD-000059;PRD-0012;t;Mechanical Keyboard;Food & Beverage;Fastship Colombia;100;248574;248574;MXN;29/03/2023;30/04/2023;Colombia;MedellÃ­n;;Delivered;Cash;WH-MED-02;700;1750;ana.m@company.co;430
ORD-000060;PRD-0049;t;LED Strip 5m;Electronics;Logistics Pro S.A.;28100;246326;69217606;BRL;4/12/2022;8/12/2022;Mexico;Guadalajara;;Returned;Cash;WH-LIM-04;1000;2040;sofia.v@company.co;220
ORD-000061;PRD-0020;t;Running Shoes M;Personal Care;Andean Freight Co.;11600;174270;20215320;BRL;11/04/2023;3/06/2023;Chile;ValparaÃ­so;;Pending;Credit Card;WH-SCL-05;800;3800;maria.g@yahoo.com;180
ORD-000062;PRD-0039;t;Coffee Maker 12cup;Electronics;Global Cargo Ltda;25900;28573;7400407;USD;5/08/2022;24/08/2022;Peru;Cusco;;Delivered;PayPal;WH-LIM-04;2200;1900;john.d@outlook.com;370
ORD-000063;PRD-0020;t;Mechanical Keyboard;Industrial;Andean Freight Co.;44500;16871;7507595;USD;22/12/2022;14/02/2023;Colombia;MedellÃ­n;;Cancelled;Credit Card;WH-LIM-04;3100;650;sofia.v@gmail.com;330
ORD-000064;PRD-0042;t;Safety Gloves L;Electronics;Logistics Pro S.A.;11500;241773;27803895;BRL;16/12/2023;5/01/2024;Chile;Santiago;;Delivered;Cash;WH-CAL-03;500;1300;sofia.v@outlook.com;120
ORD-000065;PRD-0026;t;LED Strip 5m;Unknown;Andean Freight Co.;41800;133891;55966438;MXN;4/11/2024;17/12/2024;Brasil;Calle 759;;In Transit;Cash;WH-MED-02;2200;1860;sofia.v@gmail.com;370
ORD-000066;PRD-0010;t;Wireless Headset;Industrial;Fastship Colombia;32500;193499;62887175;USD;23/09/2022;19/10/2022;Peru;Calle 205;;Returned;Credit Card;WH-CAL-03;3300;3300;sofia.v@outlook.com;500
ORD-000067;PRD-0011;t;Running Shoes M;Apparel;Fastship Colombia;32800;248673;81564744;USD;9/04/2022;4/05/2022;Brasil;SÃ£o Paulo;;Delivered;Credit Card;WH-SCL-05;700;1130;luis.p@yahoo.com;240
ORD-000068;PRD-0036;t;Protein Powder 2kg;Apparel;Fastship Colombia;7700;181032;13939464;BRL;30/08/2023;22/10/2023;Brasil;BrasÃ­lia;;Delivered;Credit Card;WH-240;2300;1070;john.d@yahoo.com;430
ORD-000069;PRD-0027;t;LED Strip 5m;Electronics;Logistics Pro S.A.;9300;215713;20061309;COP;16/09/2024;13/10/2024;Colombia;MedellÃ­n;;In Transit;Bank Transfer;WH-CAL-03;4000;990;ana.m@yahoo.com;120
ORD-000070;PRD-0031;t;Protein Powder 2kg;Industrial;Global Cargo Ltda;12100;22461;2717781;BRL;6/02/2022;14/03/2022;Colombia;Cali;;Returned;PayPal;WH-BOG-01;2200;1890;carlos.r@gmail.com;430
ORD-000071;PRD-0034;t;Industrial Drill;Apparel;Andean Freight Co.;20200;84814;17132428;USD;11/07/2024;13/08/2024;Colombia;BogotÃ¡;;Returned;Bank Transfer;WH-MED-02;3900;1540;maria.g@outlook.com;420
ORD-000072;PRD-0048;t;Solar Panel 250W;Personal Care;Pacific Trade Sas;36400;173731;63238084;MXN;10/09/2024;26/10/2024;Chile;ValparaÃ­so;;Delivered;Credit Card;WH-MED-02;1000;1180;ana.m@gmail.com;190
ORD-000073;PRD-0033;t;Mechanical Keyboard;Industrial;Global Cargo Ltda;44500;227916;101422620;COP;1/02/2023;17/03/2023;Mexico;Ciudad de MÃ©xico;;Returned;Bank Transfer;WH-CAL-03;300;200;sofia.v@outlook.com;410
ORD-000074;PRD-0012;t;Solar Panel 250W;Personal Care;Fastship Colombia;31700;245293;77757881;COP;23/03/2022;21/05/2022;Brasil;Rio de Janeiro;;Returned;Cash;WH-LIM-04;1300;380;luis.p@gmail.com;190
ORD-000075;PRD-0014;t;Solar Panel 250W;Industrial;Fastship Colombia;9200;57298;5271416;BRL;5/06/2024;13/06/2024;Chile;ConcepciÃ³n;;Returned;Cash;WH-LIM-04;200;550;luis.p@outlook.com;470
ORD-000076;PRD-0024;t;Laptop Pro 15;Electronics;Pacific Trade Sas;17700;36043;6379611;MXN;2/02/2023;11/03/2023;Peru;Lima;;Delivered;PayPal;WH-MED-02;1300;2470;luis.p@outlook.com;230
ORD-000077;PRD-0042;t;Running Shoes M;Food & Beverage;Global Cargo Ltda;4200;134885;5665170;USD;4/06/2022;15/07/2022;Chile;ConcepciÃ³n;;Pending;PayPal;WH-LIM-04;1900;360;;370
ORD-000078;PRD-0011;t;Wireless Headset;Apparel;Global Cargo Ltda;12000;90632;10875840;USD;23/03/2022;5/08/2022;Brasil;Rio de Janeiro;;Cancelled;Cash;WH-BOG-01;1500;3470;luis.p@gmail.com;130
ORD-000079;PRD-0012;t;Wireless Headset;Apparel;Logistics Pro S.A.;42700;148291;63320257;COP;25/04/2022;29/05/2022;Chile;ConcepciÃ³n;;Delivered;PayPal;WH-LIM-04;1200;670;luis.p@gmail.com;180
ORD-000080;PRD-0027;t;Wireless Headset;Personal Care;Andean Freight Co.;6700;132305;8864435;BRL;5/12/2024;19/01/2025;Mexico;Guadalajara;;Returned;Credit Card;WH-MED-02;3900;760;luis.p@gmail.com;420
ORD-000081;PRD-0028;t;LED Strip 5m;Personal Care;Andean Freight Co.;19000;144624;27478560;COP;1/09/2022;16/10/2022;Mexico;Guadalajara;;Delivered;Credit Card;WH-LIM-04;500;2440;ana.m@outlook.com;430
ORD-000082;PRD-0013;t;LED Strip 5m;Personal Care;Pacific Trade Sas;25900;88605;22948695;COP;26/11/2024;;Chile;ConcepciÃ³n;;Pending;Bank Transfer;WH-BOG-01;700;1360;john.d@outlook.com;410
ORD-000083;PRD-0030;t;LED Strip 5m;Unknown;Fastship Colombia;26500;72179;19127435;MXN;5/06/2022;26/06/2022;Chile;ConcepciÃ³n;;Cancelled;Bank Transfer;WH-MED-02;4000;480;ana.m@gmail.com;290
ORD-000084;PRD-0037;t;Coffee Maker 12cup;Food & Beverage;Fastship Colombia;25800;114570;29559060;MXN;18/01/2022;;Colombia;Cali;;Pending;PayPal;WH-MED-02;4500;1600;luis.p@yahoo.com;320
ORD-000085;PRD-0048;t;Wireless Headset;Industrial;Pacific Trade Sas;44000;15479;6810760;USD;10/07/2024;3/08/2024;Brasil;Rio de Janeiro;;Returned;Bank Transfer;WH-CAL-03;2900;1150;maria.g@outlook.com;460
ORD-000086;PRD-0021;t;Industrial Drill;Industrial;Global Cargo Ltda;43800;132305;57949590;USD;8/03/2023;13/03/2023;Colombia;MedellÃ­n;;Delivered;PayPal;WH-CAL-03;3400;2650;ana.m@company.co;280
ORD-000087;PRD-0012;t;Bluetooth Speaker;Personal Care;Pacific Trade Sas;22700;3134;711418;COP;6/12/2023;20/01/2024;Brasil;Calle 818;;Returned;PayPal;WH-MED-02;2500;320;luis.p@outlook.com;270
ORD-000088;PRD-0019;t;Office Chair Ergonomic;Personal Care;Fastship Colombia;13800;132305;18258090;USD;7/10/2024;27/11/2024;Peru;Lima;;In Transit;PayPal;WH-MED-02;2500;3070;ana.m@yahoo.com;410
ORD-000089;PRD-0031;t;Running Shoes M;Electronics;Logistics Pro S.A.;44300;108823;48208589;BRL;13/05/2023;5/11/2023;Peru;Lima;;In Transit;Cash;WH-BOG-01;4500;1950;sofia.v@outlook.com;380
ORD-000090;PRD-0003;t;Protein Powder 2kg;Industrial;Global Cargo Ltda;44100;74270;32753070;USD;2/11/2024;4/11/2024;Chile;ConcepciÃ³n;;Returned;Bank Transfer;WH-SCL-05;2700;2090;maria.g@yahoo.com;140
ORD-000091;PRD-0043;t;Protein Powder 2kg;Food & Beverage;Logistics Pro S.A.;4100;185998;7625918;USD;29/06/2023;22/08/2023;Mexico;Ciudad de MÃ©xico;;Cancelled;Bank Transfer;WH-SCL-05;700;2700;carlos.r@yahoo.com;360
ORD-000092;PRD-0023;t;Industrial Drill;Industrial;Global Cargo Ltda;47500;239976;113988600;USD;26/11/2024;27/11/2024;Mexico;Ciudad de MÃ©xico;;Pending;Bank Transfer;WH-MED-02;3800;1200;maria.g@gmail.com;430
ORD-000093;PRD-0007;t;Bluetooth Speaker;Apparel;Logistics Pro S.A.;47700;163368;77926536;USD;21/04/2022;26/05/2022;Brasil;SÃ£o Paulo;;Cancelled;Credit Card;WH-LIM-04;3100;1600;sofia.v@yahoo.com;260
ORD-000094;PRD-0048;t;Solar Panel 250W;Apparel;Pacific Trade Sas;16500;42729;7050285;BRL;26/10/2022;;Brasil;BrasÃ­lia;;Delivered;Bank Transfer;WH-BOG-01;2000;840;luis.p@outlook.com;380
ORD-000095;PRD-0043;t;Solar Panel 250W;Personal Care;Logistics Pro S.A.;18500;88066853;16292367805;BRL;7/11/2024;28/11/2024;Chile;Santiago;;Delivered;Cash;WH-MED-02;-500;3980;carlos.r@outlook.com;110
ORD-000096;PRD-0010;t;Industrial Drill;Industrial;Fastship Colombia;31000;35075;10873250;COP;25/09/2023;23/11/2023;Mexico;Monterrey;;Returned;Credit Card;WH-MED-02;2700;2980;sofia.v@outlook.com;110
